h3_index,cluster_id,cluster_meaning
891f52272bbffff,10,10: building_apartments
891f52272c3ffff,10,10: building_apartments
891f52272c7ffff,10,10: building_apartments
891f52272cbffff,0,0: landuse_industrial
891f52272cfffff,2,2: building_house
891f52272d3ffff,5,5: shop_greengrocer
891f52272d7ffff,10,10: building_apartments
891f52272dbffff,0,0: landuse_industrial
891f522730bffff,4,4: landuse_cemetery
891f522731bffff,7,7: highway_bus_stop
891f5227347ffff,6,6: building_office
891f5227367ffff,3,3: landuse_industrial
891f522736bffff,3,3: landuse_industrial
891f522736fffff,6,6: building_office
891f5227373ffff,3,3: landuse_industrial
891f522737bffff,3,3: landuse_industrial
891f5227387ffff,3,3: landuse_industrial
891f522738fffff,3,3: landuse_industrial
891f5227393ffff,5,5: shop_greengrocer
891f52273abffff,8,8: landuse_industrial
891f52273c3ffff,10,10: building_apartments
891f52273d7ffff,10,10: building_apartments
891f5227403ffff,11,11: building_house
891f5227407ffff,2,2: building_house
891f522740bffff,2,2: building_house
891f522740fffff,2,2: building_house
891f5227413ffff,2,2: building_house
891f5227417ffff,2,2: building_house
891f522741bffff,10,10: building_apartments
891f5227423ffff,7,7: highway_bus_stop
891f5227427ffff,5,5: shop_greengrocer
891f522742bffff,10,10: building_apartments
891f522742fffff,10,10: building_apartments
891f5227433ffff,2,2: building_house
891f5227437ffff,10,10: building_apartments
891f522743bffff,10,10: building_apartments
891f5227443ffff,11,11: building_house
891f5227447ffff,2,2: building_house
891f522744bffff,10,10: building_apartments
891f522744fffff,2,2: building_house
891f5227453ffff,2,2: building_house
891f5227457ffff,10,10: building_apartments
891f522745bffff,10,10: building_apartments
891f5227463ffff,10,10: building_apartments
891f5227467ffff,10,10: building_apartments
891f522746bffff,6,6: building_office
891f522746fffff,0,0: landuse_industrial
891f5227473ffff,10,10: building_apartments
891f5227477ffff,10,10: building_apartments
891f522747bffff,10,10: building_apartments
891f5227483ffff,11,11: building_house
891f5227487ffff,2,2: building_house
891f522748bffff,0,0: landuse_industrial
891f522748fffff,8,8: landuse_industrial
891f5227497ffff,0,0: landuse_industrial
891f522749bffff,0,0: landuse_industrial
891f52274a3ffff,10,10: building_apartments
891f52274a7ffff,10,10: building_apartments
891f52274abffff,2,2: building_house
891f52274afffff,9,9: aeroway_aerodrome
891f52274b7ffff,10,10: building_apartments
891f52274bbffff,2,2: building_house
891f52274c3ffff,11,11: building_house
891f52274c7ffff,2,2: building_house
891f52274cbffff,2,2: building_house
891f52274cfffff,2,2: building_house
891f52274d3ffff,2,2: building_house
891f52274d7ffff,0,0: landuse_industrial
891f52274dbffff,0,0: landuse_industrial
891f5227503ffff,6,6: building_office
891f5227507ffff,0,0: landuse_industrial
891f522750bffff,0,0: landuse_industrial
891f522750fffff,2,2: building_house
891f5227513ffff,0,0: landuse_industrial
891f5227517ffff,7,7: highway_bus_stop
891f522751bffff,0,0: landuse_industrial
891f5227523ffff,9,9: aeroway_aerodrome
891f5227527ffff,3,3: landuse_industrial
891f522752bffff,6,6: building_office
891f522752fffff,6,6: building_office
891f5227533ffff,8,8: landuse_industrial
891f5227537ffff,3,3: landuse_industrial
891f522753bffff,2,2: building_house
891f5227543ffff,5,5: shop_greengrocer
891f5227547ffff,5,5: shop_greengrocer
891f522754bffff,5,5: shop_greengrocer
891f522754fffff,5,5: shop_greengrocer
891f5227553ffff,5,5: shop_greengrocer
891f5227557ffff,6,6: building_office
891f522755bffff,5,5: shop_greengrocer
891f5227563ffff,11,11: building_house
891f5227567ffff,0,0: landuse_industrial
891f522756bffff,2,2: building_house
891f522756fffff,0,0: landuse_industrial
891f5227573ffff,10,10: building_apartments
891f5227577ffff,2,2: building_house
891f522757bffff,0,0: landuse_industrial
891f5227583ffff,7,7: highway_bus_stop
891f5227587ffff,9,9: aeroway_aerodrome
891f522758bffff,2,2: building_house
891f522758fffff,2,2: building_house
891f5227593ffff,0,0: landuse_industrial
891f522759bffff,7,7: highway_bus_stop
891f52275a3ffff,5,5: shop_greengrocer
891f52275a7ffff,5,5: shop_greengrocer
891f52275abffff,9,9: aeroway_aerodrome
891f52275afffff,5,5: shop_greengrocer
891f52275b3ffff,5,5: shop_greengrocer
891f52275b7ffff,5,5: shop_greengrocer
891f52275bbffff,5,5: shop_greengrocer
891f52275c3ffff,9,9: aeroway_aerodrome
891f52275c7ffff,2,2: building_house
891f52275cbffff,5,5: shop_greengrocer
891f52275cfffff,4,4: landuse_cemetery
891f52275d3ffff,10,10: building_apartments
891f52275d7ffff,2,2: building_house
891f52275dbffff,5,5: shop_greengrocer
891f5227603ffff,3,3: landuse_industrial
891f5227607ffff,10,10: building_apartments
891f522760bffff,6,6: building_office
891f522760fffff,10,10: building_apartments
891f5227613ffff,0,0: landuse_industrial
891f5227617ffff,10,10: building_apartments
891f522761bffff,0,0: landuse_industrial
891f5227623ffff,6,6: building_office
891f5227627ffff,2,2: building_house
891f522762bffff,5,5: shop_greengrocer
891f522762fffff,4,4: landuse_cemetery
891f5227633ffff,10,10: building_apartments
891f5227637ffff,10,10: building_apartments
891f522763bffff,5,5: shop_greengrocer
891f5227643ffff,0,0: landuse_industrial
891f5227647ffff,5,5: shop_greengrocer
891f522764bffff,6,6: building_office
891f522764fffff,5,5: shop_greengrocer
891f5227653ffff,0,0: landuse_industrial
891f5227657ffff,10,10: building_apartments
891f522765bffff,2,2: building_house
891f5227663ffff,5,5: shop_greengrocer
891f5227667ffff,5,5: shop_greengrocer
891f522766bffff,5,5: shop_greengrocer
891f522766fffff,5,5: shop_greengrocer
891f5227673ffff,10,10: building_apartments
891f5227677ffff,5,5: shop_greengrocer
891f522767bffff,10,10: building_apartments
891f5227683ffff,10,10: building_apartments
891f5227687ffff,10,10: building_apartments
891f522768bffff,0,0: landuse_industrial
891f522768fffff,10,10: building_apartments
891f5227693ffff,2,2: building_house
891f5227697ffff,2,2: building_house
891f522769bffff,2,2: building_house
891f52276a3ffff,10,10: building_apartments
891f52276a7ffff,6,6: building_office
891f52276abffff,10,10: building_apartments
891f52276afffff,10,10: building_apartments
891f52276b3ffff,2,2: building_house
891f52276b7ffff,10,10: building_apartments
891f52276bbffff,10,10: building_apartments
891f52276c3ffff,11,11: building_house
891f52276c7ffff,2,2: building_house
891f52276cbffff,2,2: building_house
891f52276cfffff,2,2: building_house
891f52276d3ffff,2,2: building_house
891f52276dbffff,2,2: building_house
891f522e003ffff,0,0: landuse_industrial
891f522e007ffff,0,0: landuse_industrial
891f522e00bffff,2,2: building_house
891f522e00fffff,0,0: landuse_industrial
891f522e013ffff,2,2: building_house
891f522e017ffff,2,2: building_house
891f522e01bffff,2,2: building_house
891f522e023ffff,6,6: building_office
891f522e027ffff,6,6: building_office
891f522e02bffff,3,3: landuse_industrial
891f522e02fffff,6,6: building_office
891f522e033ffff,2,2: building_house
891f522e037ffff,10,10: building_apartments
891f522e03bffff,0,0: landuse_industrial
891f522e043ffff,11,11: building_house
891f522e04bffff,2,2: building_house
891f522e04fffff,2,2: building_house
891f522e053ffff,2,2: building_house
891f522e057ffff,2,2: building_house
891f522e05bffff,2,2: building_house
891f522e067ffff,3,3: landuse_industrial
891f522e06fffff,0,0: landuse_industrial
891f522e073ffff,2,2: building_house
891f522e077ffff,0,0: landuse_industrial
891f522e083ffff,11,11: building_house
891f522e087ffff,2,2: building_house
891f522e08bffff,2,2: building_house
891f522e08fffff,0,0: landuse_industrial
891f522e093ffff,2,2: building_house
891f522e097ffff,2,2: building_house
891f522e09bffff,2,2: building_house
891f522e0a3ffff,11,11: building_house
891f522e0a7ffff,2,2: building_house
891f522e0abffff,2,2: building_house
891f522e0afffff,2,2: building_house
891f522e0b7ffff,2,2: building_house
891f522e0bbffff,2,2: building_house
891f522e0c3ffff,11,11: building_house
891f522e0c7ffff,2,2: building_house
891f522e0cbffff,2,2: building_house
891f522e0cfffff,2,2: building_house
891f522e0d3ffff,2,2: building_house
891f522e0d7ffff,2,2: building_house
891f522e0dbffff,2,2: building_house
891f522e103ffff,8,8: landuse_industrial
891f522e107ffff,11,11: building_house
891f522e10fffff,8,8: landuse_industrial
891f522e113ffff,0,0: landuse_industrial
891f522e117ffff,2,2: building_house
891f522e11bffff,8,8: landuse_industrial
891f522e123ffff,11,11: building_house
891f522e127ffff,2,2: building_house
891f522e12bffff,2,2: building_house
891f522e12fffff,2,2: building_house
891f522e133ffff,0,0: landuse_industrial
891f522e137ffff,2,2: building_house
891f522e13bffff,2,2: building_house
891f522e14bffff,11,11: building_house
891f522e14fffff,2,2: building_house
891f522e167ffff,2,2: building_house
891f522e173ffff,8,8: landuse_industrial
891f522e177ffff,2,2: building_house
891f522e183ffff,7,7: highway_bus_stop
891f522e187ffff,2,2: building_house
891f522e18bffff,2,2: building_house
891f522e18fffff,2,2: building_house
891f522e193ffff,7,7: highway_bus_stop
891f522e197ffff,7,7: highway_bus_stop
891f522e19bffff,4,4: landuse_cemetery
891f522e1a3ffff,11,11: building_house
891f522e1a7ffff,2,2: building_house
891f522e1abffff,0,0: landuse_industrial
891f522e1afffff,2,2: building_house
891f522e1b3ffff,0,0: landuse_industrial
891f522e1b7ffff,2,2: building_house
891f522e1bbffff,0,0: landuse_industrial
891f522e1c3ffff,11,11: building_house
891f522e1c7ffff,8,8: landuse_industrial
891f522e1cbffff,6,6: building_office
891f522e1d3ffff,2,2: building_house
891f522e1d7ffff,2,2: building_house
891f522e1dbffff,2,2: building_house
891f522e203ffff,11,11: building_house
891f522e207ffff,2,2: building_house
891f522e217ffff,0,0: landuse_industrial
891f522e243ffff,11,11: building_house
891f522e247ffff,2,2: building_house
891f522e253ffff,0,0: landuse_industrial
891f522e25bffff,2,2: building_house
891f522e283ffff,11,11: building_house
891f522e287ffff,2,2: building_house
891f522e28bffff,2,2: building_house
891f522e28fffff,7,7: highway_bus_stop
891f522e293ffff,2,2: building_house
891f522e297ffff,2,2: building_house
891f522e29bffff,2,2: building_house
891f522e2b3ffff,7,7: highway_bus_stop
891f522e2b7ffff,3,3: landuse_industrial
891f522e2c3ffff,11,11: building_house
891f522e2c7ffff,2,2: building_house
891f522e2cbffff,2,2: building_house
891f522e2cfffff,3,3: landuse_industrial
891f522e2d3ffff,2,2: building_house
891f522e2d7ffff,2,2: building_house
891f522e2dbffff,2,2: building_house
891f522e303ffff,11,11: building_house
891f522e307ffff,7,7: highway_bus_stop
891f522e30bffff,2,2: building_house
891f522e313ffff,2,2: building_house
891f522e317ffff,2,2: building_house
891f522e31bffff,2,2: building_house
891f522e323ffff,11,11: building_house
891f522e327ffff,2,2: building_house
891f522e333ffff,2,2: building_house
891f522e337ffff,2,2: building_house
891f522e33bffff,2,2: building_house
891f522e343ffff,11,11: building_house
891f522e347ffff,2,2: building_house
891f522e357ffff,2,2: building_house
891f522e373ffff,2,2: building_house
891f522e383ffff,11,11: building_house
891f522e387ffff,2,2: building_house
891f522e38bffff,2,2: building_house
891f522e38fffff,2,2: building_house
891f522e393ffff,0,0: landuse_industrial
891f522e397ffff,2,2: building_house
891f522e39bffff,2,2: building_house
891f522e3a3ffff,11,11: building_house
891f522e3a7ffff,2,2: building_house
891f522e3abffff,0,0: landuse_industrial
891f522e3afffff,2,2: building_house
891f522e3b3ffff,2,2: building_house
891f522e3b7ffff,2,2: building_house
891f522e3bbffff,0,0: landuse_industrial
891f522e3c3ffff,8,8: landuse_industrial
891f522e3c7ffff,2,2: building_house
891f522e3cbffff,8,8: landuse_industrial
891f522e3cfffff,2,2: building_house
891f522e3d3ffff,8,8: landuse_industrial
891f522e3d7ffff,2,2: building_house
891f522e427ffff,11,11: building_house
891f522e443ffff,11,11: building_house
891f522e44bffff,2,2: building_house
891f522e44fffff,2,2: building_house
891f522e453ffff,2,2: building_house
891f522e45bffff,2,2: building_house
891f522e463ffff,11,11: building_house
891f522e467ffff,2,2: building_house
891f522e46bffff,2,2: building_house
891f522e46fffff,2,2: building_house
891f522e477ffff,2,2: building_house
891f522e47bffff,2,2: building_house
891f522e4c3ffff,11,11: building_house
891f522e4cbffff,2,2: building_house
891f522e4d3ffff,2,2: building_house
891f522e4dbffff,2,2: building_house
891f522e503ffff,11,11: building_house
891f522e507ffff,2,2: building_house
891f522e50bffff,2,2: building_house
891f522e50fffff,2,2: building_house
891f522e513ffff,2,2: building_house
891f522e517ffff,2,2: building_house
891f522e51bffff,2,2: building_house
891f522e523ffff,4,4: landuse_cemetery
891f522e527ffff,0,0: landuse_industrial
891f522e52bffff,2,2: building_house
891f522e52fffff,2,2: building_house
891f522e533ffff,10,10: building_apartments
891f522e537ffff,2,2: building_house
891f522e53bffff,0,0: landuse_industrial
891f522e543ffff,11,11: building_house
891f522e547ffff,2,2: building_house
891f522e553ffff,2,2: building_house
891f522e557ffff,2,2: building_house
891f522e567ffff,7,7: highway_bus_stop
891f522e56bffff,2,2: building_house
891f522e56fffff,2,2: building_house
891f522e577ffff,2,2: building_house
891f522e57bffff,2,2: building_house
891f522e583ffff,11,11: building_house
891f522e587ffff,2,2: building_house
891f522e58bffff,2,2: building_house
891f522e58fffff,10,10: building_apartments
891f522e5a3ffff,3,3: landuse_industrial
891f522e5a7ffff,0,0: landuse_industrial
891f522e5abffff,2,2: building_house
891f522e5afffff,2,2: building_house
891f522e5b3ffff,2,2: building_house
891f522e5b7ffff,0,0: landuse_industrial
891f522e5bbffff,10,10: building_apartments
891f522e5c3ffff,11,11: building_house
891f522e5cbffff,2,2: building_house
891f522e5cfffff,2,2: building_house
891f522e5d7ffff,2,2: building_house
891f522e603ffff,11,11: building_house
891f522e607ffff,2,2: building_house
891f522e60bffff,2,2: building_house
891f522e60fffff,2,2: building_house
891f522e623ffff,11,11: building_house
891f522e627ffff,2,2: building_house
891f522e62bffff,2,2: building_house
891f522e62fffff,2,2: building_house
891f522e633ffff,2,2: building_house
891f522e637ffff,2,2: building_house
891f522e63bffff,2,2: building_house
891f522e64fffff,11,11: building_house
891f522e663ffff,11,11: building_house
891f522e66bffff,2,2: building_house
891f522e66fffff,2,2: building_house
891f522e677ffff,2,2: building_house
891f522e67bffff,2,2: building_house
891f522e683ffff,11,11: building_house
891f522e693ffff,2,2: building_house
891f522e6a3ffff,11,11: building_house
891f522e6a7ffff,2,2: building_house
891f522e6afffff,2,2: building_house
891f522e6b3ffff,2,2: building_house
891f522e6b7ffff,2,2: building_house
891f522e6d3ffff,2,2: building_house
891f522e6d7ffff,2,2: building_house
891f522e803ffff,8,8: landuse_industrial
891f522e807ffff,8,8: landuse_industrial
891f522e80fffff,3,3: landuse_industrial
891f522e813ffff,8,8: landuse_industrial
891f522e817ffff,8,8: landuse_industrial
891f522e82bffff,11,11: building_house
891f522e843ffff,3,3: landuse_industrial
891f522e847ffff,3,3: landuse_industrial
891f522e857ffff,8,8: landuse_industrial
891f522e85bffff,3,3: landuse_industrial
891f522e877ffff,8,8: landuse_industrial
891f522e887ffff,8,8: landuse_industrial
891f522e88fffff,8,8: landuse_industrial
891f522e893ffff,8,8: landuse_industrial
891f522e8a3ffff,8,8: landuse_industrial
891f522e8abffff,3,3: landuse_industrial
891f522e8b3ffff,3,3: landuse_industrial
891f522e8b7ffff,8,8: landuse_industrial
891f522e8bbffff,8,8: landuse_industrial
891f522e8c3ffff,11,11: building_house
891f522e8c7ffff,4,4: landuse_cemetery
891f522e8d3ffff,8,8: landuse_industrial
891f522e90bffff,8,8: landuse_industrial
891f522e927ffff,7,7: highway_bus_stop
891f522e943ffff,7,7: highway_bus_stop
891f522e973ffff,3,3: landuse_industrial
891f522e977ffff,6,6: building_office
891f522e97bffff,6,6: building_office
891f522e99bffff,8,8: landuse_industrial
891f522e9c3ffff,8,8: landuse_industrial
891f522e9c7ffff,9,9: aeroway_aerodrome
891f522e9cbffff,8,8: landuse_industrial
891f522e9cfffff,8,8: landuse_industrial
891f522e9d7ffff,8,8: landuse_industrial
891f522e9dbffff,5,5: shop_greengrocer
891f522ec07ffff,11,11: building_house
891f522ec0bffff,11,11: building_house
891f522ec0fffff,2,2: building_house
891f522ec13ffff,7,7: highway_bus_stop
891f522ec17ffff,4,4: landuse_cemetery
891f522ec1bffff,8,8: landuse_industrial
891f522ec23ffff,11,11: building_house
891f522ec27ffff,0,0: landuse_industrial
891f522ec2fffff,8,8: landuse_industrial
891f522ec37ffff,0,0: landuse_industrial
891f522ec43ffff,11,11: building_house
891f522ec47ffff,2,2: building_house
891f522ec4bffff,2,2: building_house
891f522ec4fffff,2,2: building_house
891f522ec57ffff,8,8: landuse_industrial
891f522ec5bffff,2,2: building_house
891f522ec63ffff,11,11: building_house
891f522ec67ffff,2,2: building_house
891f522ec6bffff,0,0: landuse_industrial
891f522ec73ffff,2,2: building_house
891f522ec77ffff,2,2: building_house
891f522ec7bffff,0,0: landuse_industrial
891f522ec8bffff,9,9: aeroway_aerodrome
891f522ec9bffff,7,7: highway_bus_stop
891f522eca3ffff,4,4: landuse_cemetery
891f522ecabffff,2,2: building_house
891f522ecafffff,2,2: building_house
891f522ecbbffff,2,2: building_house
891f522ecc3ffff,11,11: building_house
891f522ecc7ffff,9,9: aeroway_aerodrome
891f522eccfffff,0,0: landuse_industrial
891f522ecd3ffff,2,2: building_house
891f522ecd7ffff,9,9: aeroway_aerodrome
891f522ecdbffff,2,2: building_house
891f522ed0bffff,4,4: landuse_cemetery
891f522ed13ffff,8,8: landuse_industrial
891f522ed1bffff,8,8: landuse_industrial
891f522ed33ffff,4,4: landuse_cemetery
891f522ed3bffff,6,6: building_office
891f522ed43ffff,8,8: landuse_industrial
891f522ed47ffff,3,3: landuse_industrial
891f522ed4bffff,3,3: landuse_industrial
891f522ed4fffff,3,3: landuse_industrial
891f522ed57ffff,3,3: landuse_industrial
891f522ed5bffff,0,0: landuse_industrial
891f522ed63ffff,7,7: highway_bus_stop
891f522ed67ffff,0,0: landuse_industrial
891f522ed6fffff,0,0: landuse_industrial
891f522ed73ffff,8,8: landuse_industrial
891f522ed77ffff,7,7: highway_bus_stop
891f522ed87ffff,2,2: building_house
891f522ed8bffff,8,8: landuse_industrial
891f522ed93ffff,3,3: landuse_industrial
891f522ed9bffff,3,3: landuse_industrial
891f522eda7ffff,7,7: highway_bus_stop
891f522edb3ffff,2,2: building_house
891f522edc3ffff,11,11: building_house
891f522edc7ffff,8,8: landuse_industrial
891f522edcbffff,7,7: highway_bus_stop
891f522edcfffff,3,3: landuse_industrial
891f522edd7ffff,0,0: landuse_industrial
891f522eddbffff,8,8: landuse_industrial
891f522ee1bffff,11,11: building_house
891f522ee23ffff,7,7: highway_bus_stop
891f522ee27ffff,3,3: landuse_industrial
891f522ee2bffff,8,8: landuse_industrial
891f522ee2fffff,10,10: building_apartments
891f522ee3bffff,0,0: landuse_industrial
891f522ee57ffff,8,8: landuse_industrial
891f522ee87ffff,2,2: building_house
891f522ee8bffff,11,11: building_house
891f522ee8fffff,2,2: building_house
891f522ee93ffff,2,2: building_house
891f522ee9bffff,2,2: building_house
891f522eeafffff,7,7: highway_bus_stop
891f522eeb7ffff,7,7: highway_bus_stop
891f522eec7ffff,2,2: building_house
891f522eecbffff,2,2: building_house
891f522eecfffff,2,2: building_house
891f522eed3ffff,2,2: building_house
891f522eedbffff,2,2: building_house
891f522f097ffff,11,11: building_house
891f522f193ffff,4,4: landuse_cemetery
891f522f403ffff,11,11: building_house
891f522f407ffff,2,2: building_house
891f522f40fffff,2,2: building_house
891f522f417ffff,2,2: building_house
891f522f427ffff,11,11: building_house
891f522f42bffff,11,11: building_house
891f522f42fffff,2,2: building_house
891f522f433ffff,2,2: building_house
891f522f437ffff,2,2: building_house
891f522f43bffff,2,2: building_house
891f522f487ffff,10,10: building_apartments
891f522f48fffff,2,2: building_house
891f522f4a3ffff,10,10: building_apartments
891f522f4abffff,2,2: building_house
891f522f4afffff,0,0: landuse_industrial
891f522f4b3ffff,9,9: aeroway_aerodrome
891f522f4b7ffff,7,7: highway_bus_stop
891f522f4bbffff,10,10: building_apartments
891f522f503ffff,11,11: building_house
891f522f50bffff,2,2: building_house
891f522f51bffff,2,2: building_house
891f522f52fffff,7,7: highway_bus_stop
891f522f533ffff,11,11: building_house
891f522f537ffff,2,2: building_house
891f522f53bffff,2,2: building_house
891f522f543ffff,11,11: building_house
891f522f54bffff,2,2: building_house
891f522f553ffff,2,2: building_house
891f522f55bffff,2,2: building_house
891f522f583ffff,7,7: highway_bus_stop
891f522f587ffff,4,4: landuse_cemetery
891f522f58bffff,7,7: highway_bus_stop
891f522f5a3ffff,11,11: building_house
891f522f5a7ffff,2,2: building_house
891f522f5abffff,2,2: building_house
891f522f5afffff,2,2: building_house
891f522f5b7ffff,2,2: building_house
891f522f5c7ffff,2,2: building_house
891f522f5cbffff,2,2: building_house
891f522f5cfffff,2,2: building_house
891f522f5d3ffff,0,0: landuse_industrial
891f522f5d7ffff,2,2: building_house
891f522f5dbffff,2,2: building_house
891f5230923ffff,11,11: building_house
891f5230937ffff,0,0: landuse_industrial
891f52309a3ffff,8,8: landuse_industrial
891f52309a7ffff,8,8: landuse_industrial
891f52309afffff,8,8: landuse_industrial
891f5234003ffff,1,1: amenity_nightclub
891f523400bffff,7,7: highway_bus_stop
891f523400fffff,7,7: highway_bus_stop
891f5234013ffff,7,7: highway_bus_stop
891f5234017ffff,7,7: highway_bus_stop
891f523402bffff,11,11: building_house
891f5234033ffff,8,8: landuse_industrial
891f5234047ffff,7,7: highway_bus_stop
891f523404fffff,7,7: highway_bus_stop
891f5234063ffff,11,11: building_house
891f5234067ffff,2,2: building_house
891f523406bffff,2,2: building_house
891f523406fffff,2,2: building_house
891f5234073ffff,2,2: building_house
891f5234077ffff,2,2: building_house
891f523407bffff,2,2: building_house
891f5234083ffff,3,3: landuse_industrial
891f523408fffff,4,4: landuse_cemetery
891f5234097ffff,3,3: landuse_industrial
891f52340bbffff,4,4: landuse_cemetery
891f5234107ffff,7,7: highway_bus_stop
891f5234117ffff,7,7: highway_bus_stop
891f523411bffff,8,8: landuse_industrial
891f5234123ffff,11,11: building_house
891f5234127ffff,2,2: building_house
891f5234137ffff,7,7: highway_bus_stop
891f5234147ffff,8,8: landuse_industrial
891f523414bffff,11,11: building_house
891f523414fffff,6,6: building_office
891f523415bffff,2,2: building_house
891f5234167ffff,8,8: landuse_industrial
891f523416fffff,6,6: building_office
891f5234177ffff,4,4: landuse_cemetery
891f523418bffff,11,11: building_house
891f523419bffff,7,7: highway_bus_stop
891f52341a3ffff,11,11: building_house
891f52341a7ffff,7,7: highway_bus_stop
891f52341abffff,9,9: aeroway_aerodrome
891f52341bbffff,7,7: highway_bus_stop
891f52341d7ffff,6,6: building_office
891f523420bffff,8,8: landuse_industrial
891f523420fffff,6,6: building_office
891f5234213ffff,11,11: building_house
891f5234223ffff,7,7: highway_bus_stop
891f5234227ffff,8,8: landuse_industrial
891f523422bffff,7,7: highway_bus_stop
891f5234233ffff,8,8: landuse_industrial
891f523423bffff,6,6: building_office
891f5234253ffff,7,7: highway_bus_stop
891f5234257ffff,8,8: landuse_industrial
891f5234263ffff,8,8: landuse_industrial
891f523426fffff,3,3: landuse_industrial
891f5234277ffff,3,3: landuse_industrial
891f5234283ffff,11,11: building_house
891f5234287ffff,7,7: highway_bus_stop
891f523428bffff,2,2: building_house
891f523428fffff,7,7: highway_bus_stop
891f52342a3ffff,8,8: landuse_industrial
891f52342a7ffff,2,2: building_house
891f52342afffff,8,8: landuse_industrial
891f52342b3ffff,7,7: highway_bus_stop
891f52342b7ffff,2,2: building_house
891f52342c3ffff,7,7: highway_bus_stop
891f52342c7ffff,8,8: landuse_industrial
891f52342cbffff,2,2: building_house
891f52342cfffff,0,0: landuse_industrial
891f5234303ffff,11,11: building_house
891f5234307ffff,2,2: building_house
891f523430bffff,2,2: building_house
891f523430fffff,2,2: building_house
891f5234313ffff,2,2: building_house
891f5234317ffff,0,0: landuse_industrial
891f523431bffff,2,2: building_house
891f5234323ffff,6,6: building_office
891f5234327ffff,0,0: landuse_industrial
891f523432bffff,3,3: landuse_industrial
891f523432fffff,0,0: landuse_industrial
891f5234333ffff,0,0: landuse_industrial
891f5234337ffff,0,0: landuse_industrial
891f523433bffff,3,3: landuse_industrial
891f5234343ffff,6,6: building_office
891f5234347ffff,10,10: building_apartments
891f523434fffff,6,6: building_office
891f5234357ffff,0,0: landuse_industrial
891f523435bffff,6,6: building_office
891f5234363ffff,6,6: building_office
891f5234367ffff,3,3: landuse_industrial
891f523436bffff,6,6: building_office
891f523436fffff,0,0: landuse_industrial
891f5234373ffff,6,6: building_office
891f5234377ffff,3,3: landuse_industrial
891f5234383ffff,11,11: building_house
891f5234387ffff,8,8: landuse_industrial
891f523438bffff,2,2: building_house
891f5234393ffff,2,2: building_house
891f523439bffff,2,2: building_house
891f52343abffff,3,3: landuse_industrial
891f52343afffff,3,3: landuse_industrial
891f52343bbffff,3,3: landuse_industrial
891f52343c3ffff,11,11: building_house
891f52343d3ffff,2,2: building_house
891f52343d7ffff,2,2: building_house
891f5234413ffff,4,4: landuse_cemetery
891f5234427ffff,11,11: building_house
891f523442bffff,7,7: highway_bus_stop
891f5234433ffff,4,4: landuse_cemetery
891f5234483ffff,11,11: building_house
891f5234487ffff,2,2: building_house
891f523448bffff,2,2: building_house
891f523448fffff,2,2: building_house
891f5234493ffff,2,2: building_house
891f523449bffff,2,2: building_house
891f52344a7ffff,4,4: landuse_cemetery
891f52344afffff,7,7: highway_bus_stop
891f523450fffff,7,7: highway_bus_stop
891f5234513ffff,4,4: landuse_cemetery
891f523451bffff,7,7: highway_bus_stop
891f5234523ffff,4,4: landuse_cemetery
891f5234527ffff,7,7: highway_bus_stop
891f523453bffff,7,7: highway_bus_stop
891f523454fffff,11,11: building_house
891f5234557ffff,4,4: landuse_cemetery
891f523455bffff,6,6: building_office
891f5234567ffff,7,7: highway_bus_stop
891f523456fffff,2,2: building_house
891f5234587ffff,6,6: building_office
891f523458fffff,5,5: shop_greengrocer
891f52345a7ffff,4,4: landuse_cemetery
891f52345b7ffff,4,4: landuse_cemetery
891f52345c3ffff,11,11: building_house
891f52345c7ffff,4,4: landuse_cemetery
891f52345cfffff,7,7: highway_bus_stop
891f52345d3ffff,7,7: highway_bus_stop
891f52345dbffff,7,7: highway_bus_stop
891f52346c3ffff,4,4: landuse_cemetery
891f52346d3ffff,11,11: building_house
891f52346dbffff,2,2: building_house
891f5234803ffff,11,11: building_house
891f5234807ffff,9,9: aeroway_aerodrome
891f523480bffff,2,2: building_house
891f523480fffff,10,10: building_apartments
891f5234817ffff,9,9: aeroway_aerodrome
891f5234823ffff,7,7: highway_bus_stop
891f5234827ffff,10,10: building_apartments
891f523482fffff,6,6: building_office
891f5234833ffff,9,9: aeroway_aerodrome
891f523483bffff,5,5: shop_greengrocer
891f523484bffff,11,11: building_house
891f523484fffff,7,7: highway_bus_stop
891f523485bffff,2,2: building_house
891f5234863ffff,9,9: aeroway_aerodrome
891f5234867ffff,6,6: building_office
891f523486fffff,9,9: aeroway_aerodrome
891f5234873ffff,2,2: building_house
891f5234877ffff,1,1: amenity_nightclub
891f523487bffff,6,6: building_office
891f523488bffff,4,4: landuse_cemetery
891f523488fffff,5,5: shop_greengrocer
891f523489bffff,9,9: aeroway_aerodrome
891f52348a3ffff,4,4: landuse_cemetery
891f52348abffff,5,5: shop_greengrocer
891f52348bbffff,5,5: shop_greengrocer
891f52348d7ffff,9,9: aeroway_aerodrome
891f52348dbffff,3,3: landuse_industrial
891f5234903ffff,9,9: aeroway_aerodrome
891f5234907ffff,5,5: shop_greengrocer
891f523490bffff,5,5: shop_greengrocer
891f523490fffff,5,5: shop_greengrocer
891f5234913ffff,5,5: shop_greengrocer
891f5234917ffff,5,5: shop_greengrocer
891f523491bffff,5,5: shop_greengrocer
891f5234923ffff,6,6: building_office
891f523492bffff,6,6: building_office
